Asset,CAAR_Mean,CAAR_Market_SP500,Difference,Difference_%,StdDev_Mean,StdDev_SP500,Z_Mean,Z_SP500,Correlation,Num_Events
BTC,-1.4350988697698317,-1.3494020923890249,-0.08569677738080698,-6.350722135689494,0.42483500675110936,0.44849646309721763,-0.7167033133211212,0.43668218223953714,0.9671868254388362,63
GOLD,0.3448926177555156,0.1889973696111498,0.1558952481443658,82.48540625994451,0.07284400377071766,0.0771657584190722,4.856879348419668,3.81900078421444,0.9824846909128943,63
OIL,0.6909106859707482,0.4859008712874359,0.2050098146833123,42.19169521966924,0.29222625931053875,0.31613556351590066,0.48353885008169484,0.03848490596429361,0.9816620234937324,63
