Asset,CAAR_Mean,CAAR_Market,Difference,Difference_%,StdDev_Mean,StdDev_Market,Z_Mean,Z_Market,Num_Events
BTC,-1.4350988697698317,-1.384994035404706,-0.050104834365125896,-3.617693151327174,23.463455057308483,23.229633283141975,-0.7167033133211212,-0.23589220287797935,63
GOLD,0.3448926177555156,0.12292605968054918,0.22196655807496646,180.5691638142442,4.155242005533972,3.5972140078954418,4.856879348419668,3.397700402965768,63
OIL,0.6909106859707482,0.25467857885388906,0.43623210711685917,171.28731795190703,11.829600948534809,11.87738325741499,0.48353885008169484,-0.6447577911110034,63
