Asset,CAAR_Mean,CAAR_Market_DXY,Difference_DXY,Correlation_DXY,StdDev_Mean,StdDev_DXY,Num_Events,CAAR_Market_SP500,Difference_SP500,Correlation_SP500,StdDev_SP500
BTC,-1.4350988697698317,-1.384994035404706,-0.050104834365125896,0.9876837375817005,23.463455057308483,23.229633283141975,63,-1.3494020923890249,-0.08569677738080698,0.9671868254388362,23.575160714163793
GOLD,0.3448926177555156,0.12292605968054918,0.22196655807496646,0.9092194204851529,4.155242005533972,3.5972140078954418,63,0.1889973696111498,0.1558952481443658,0.9824846909128943,4.283287777576947
OIL,0.6909106859707482,0.25467857885388906,0.43623210711685917,0.9799795002799261,11.829600948534809,11.87738325741499,63,0.4859008712874359,0.2050098146833123,0.9816620234937324,11.30473969803999
